PLAYING CONNECT 4 
TOTAL SIMULATIONS : 500

AGENTS LIST :

AGENT 0 : UCT
It's Rollout policy is : RANDOM
No. of simulations per move :1024
Time limit per move :-1
Horizon value :20
Constant value :0.8

AGENT 1 : EnsembleUCT
It's Rollout policy is : RANDOM
No. of simulations per move :8
Time limit per move :-1
Horizon value :20
Constant value :0.8
Ensemble Count : 32
Run in Parallel : True
Cores in Machine : 32
REWARD FOR 1,REWARD FOR 2,WINNER,AVERAGE TIME/MOVE FOR 1,AVERAGE TIME/MOVE FOR 2,
2.0,-2.0,1,0.618996858597,0.0329250639135
2.0,-2.0,1,0.391584134102,0.0276420712471
2.0,-2.0,1,0.722382386525,0.0342304706573
2.0,-2.0,1,0.543235865506,0.0311663150787
2.0,-2.0,1,0.699554852077,0.0338359900883
2.0,-2.0,1,0.511224150658,0.0305697747639
2.0,-2.0,1,0.560506677628,0.0327666044235
2.0,-2.0,1,0.700635910034,0.0335687001546
2.0,-2.0,1,0.648049783707,0.0339823246002
2.0,-2.0,1,0.713887651761,0.0356351137161
2.0,-2.0,1,0.530242596354,0.0314175571714
2.0,-2.0,1,0.500105874879,0.0304247651781
2.0,-2.0,1,0.631977406415,0.0333089178259
2.0,-2.0,1,0.661042618752,0.0345524072647
-2.0,2.0,2,0.606780910492,0.0320949792862
2.0,-2.0,1,0.535192394257,0.0309081077576
0.0,0.0,None,0.412559168679,0.0285659971691
2.0,-2.0,1,0.48776755068,0.0310507350498
-2.0,2.0,2,0.382482516766,0.0288505911827
2.0,-2.0,1,0.722171592712,0.0358149528503
2.0,-2.0,1,0.61536189488,0.034718138831
2.0,-2.0,1,0.501340040794,0.0316346608675
-2.0,2.0,2,0.419791650772,0.0299129962921
-2.0,2.0,2,0.393787734649,0.0297885782578
2.0,-2.0,1,0.605271924626,0.0333149866624
2.0,-2.0,1,0.612944960594,0.0328924059868
2.0,-2.0,1,0.628308361227,0.0323831818321
2.0,-2.0,1,0.76421614488,0.0346343119939
2.0,-2.0,1,0.578190820558,0.0334735597883
2.0,-2.0,1,0.470196697447,0.0321426524056
0.0,0.0,None,0.415152969814,0.0291050729297
-2.0,2.0,2,0.348067308727,0.0279352664948
2.0,-2.0,1,0.457037305832,0.0309240341187
-2.0,2.0,2,0.412998874982,0.0303306844499
2.0,-2.0,1,0.671479558945,0.0334049940109
2.0,-2.0,1,0.812390804291,0.0355545282364
2.0,-2.0,1,0.683459997177,0.0346563392215
2.0,-2.0,1,0.590709014372,0.0335225625472
0.0,0.0,None,0.386392797743,0.0261799835023
2.0,-2.0,1,0.598422490633,0.0334118512961
2.0,-2.0,1,0.74645626545,0.0360848903656
-2.0,2.0,2,0.552723147652,0.0318856456063
2.0,-2.0,1,0.574457645416,0.0334202647209
2.0,-2.0,1,0.461821436882,0.0309664692198
2.0,-2.0,1,0.653441929817,0.034932923317
2.0,-2.0,1,0.697939634323,0.0356566905975
2.0,-2.0,1,0.742762735912,0.0365361145564
2.0,-2.0,1,0.526031053983,0.0330696656154
2.0,-2.0,1,0.686245441437,0.0339121818542
2.0,-2.0,1,0.692268451055,0.0347847938538
2.0,-2.0,1,0.622056722641,0.0339860320091
2.0,-2.0,1,0.566477580504,0.0331420248205
-2.0,2.0,2,0.469104079639,0.0306619055131
2.0,-2.0,1,0.684871478514,0.0349479155107
2.0,-2.0,1,0.757197414126,0.0355136735099
2.0,-2.0,1,0.625523418188,0.0336382389069
2.0,-2.0,1,0.630158126354,0.0342009663582
2.0,-2.0,1,0.448737478256,0.0311813672384
-2.0,2.0,2,0.387087470607,0.0295090800837
2.0,-2.0,1,0.709247218238,0.0332212183211
2.0,-2.0,1,0.811525821686,0.0379212697347
2.0,-2.0,1,0.677506526311,0.0368294715881
2.0,-2.0,1,0.493455831821,0.0323585363535
-2.0,2.0,2,0.422193502125,0.0311749734377
2.0,-2.0,1,0.661919426918,0.033082318306
2.0,-2.0,1,0.856344938278,0.0371055603027
2.0,-2.0,1,0.797465880712,0.0366064310074
2.0,-2.0,1,0.698608726263,0.0344064235687
2.0,-2.0,1,0.676886153221,0.0348539352417
2.0,-2.0,1,0.724155596324,0.0355722223009
2.0,-2.0,1,0.649232943853,0.034125328064
2.0,-2.0,1,0.667068137063,0.0354034370846
-2.0,2.0,2,0.423739141888,0.0303995344374
-2.0,2.0,2,0.349808835983,0.0287855744362
2.0,-2.0,1,0.656953930855,0.0336196422577
-2.0,2.0,2,0.57755117757,0.0335152830396
2.0,-2.0,1,0.714161515236,0.034699122111
2.0,-2.0,1,0.575157330586,0.0326603375948
2.0,-2.0,1,0.656124472618,0.0344503879547
2.0,-2.0,1,0.612555308775,0.034121166576
2.0,-2.0,1,0.47999215126,0.0322866290808
2.0,-2.0,1,0.846517026424,0.0354084968567
2.0,-2.0,1,0.513912035869,0.0328157314887
2.0,-2.0,1,0.638768434525,0.0337982972463
-2.0,2.0,2,0.438776656201,0.0308411246852
2.0,-2.0,1,0.520623874664,0.0322923819224
2.0,-2.0,1,0.521029362312,0.032151387288
2.0,-2.0,1,0.45424261358,0.0318928029802
2.0,-2.0,1,0.779423475266,0.0360135010311
-2.0,2.0,2,0.432872621637,0.029668393888
2.0,-2.0,1,0.701566517353,0.0358126759529
2.0,-2.0,1,0.50450947068,0.0321409052069
2.0,-2.0,1,0.661702016989,0.0345094998678
2.0,-2.0,1,0.663665692012,0.0394753615061
2.0,-2.0,1,0.668989181519,0.0361857414246
2.0,-2.0,1,0.47473042806,0.031009721756
2.0,-2.0,1,0.613630424846,0.0345460068096
2.0,-2.0,1,0.774331172307,0.0417017141978
-2.0,2.0,2,0.430762991309,0.0312215387821
2.0,-2.0,1,0.717223610197,0.0348603725433
2.0,-2.0,1,0.500313937664,0.0319131016731
2.0,-2.0,1,0.599369335175,0.0338364362717
-2.0,2.0,2,0.377075725132,0.0309270487891
2.0,-2.0,1,0.662226676941,0.038112004598
2.0,-2.0,1,0.48514406383,0.0324409604073
2.0,-2.0,1,0.596291912927,0.0352541075812
2.0,-2.0,1,0.456741094589,0.0320457570693
-2.0,2.0,2,0.39628607697,0.0307986603843
2.0,-2.0,1,0.908760706584,0.0375779469808
2.0,-2.0,1,0.678172694312,0.0368391142951
2.0,-2.0,1,0.752580268042,0.0352725982666
-2.0,2.0,2,0.489963752883,0.0317897626332
2.0,-2.0,1,0.542290255427,0.0322097688913
